WKT,gid,addr:housename,addr:housenumber,aeroway,amenity,brand,building,disused,layer,name,operator,ref,tourism
"POINT (-60.5933558 -24.7030679998224)","9551748220",,,,hospital,,,,,Hospital Piloto Las Lomitas,,,
"POINT (-63.8114829 -22.5948979001215)","3362455677",,,,hospital,,,,,Hospital General Mosconi,,,
"POINT (-63.8606791 -22.5857830001227)","3362507036",,,,hospital,,,,,Hospital Vespucio,,,
"POINT (-64.664565 -22.9001261000807)","7656457497",,,,hospital,,,,,,,,
"POINT (-64.9643139 -22.2518691001655)","8866410488",,,,hospital,,,,,,,,
"POINT (-66.3675375 -23.4003484000113)","3463611176",,,,hospital,,,,,"Hospital Susques ""Ntra. Sra. de Belén""",,,
"POINT (-65.9633457 -23.5329367999925)","10126483416",,,,hospital,,,,,Puesto de Salud,,,
"POINT (-54.5884743 -25.9212438996492)","4424508939",,"1331",,hospital,,,,,Hospital de Puerto Libertad,,,
"POINT (-54.5562924 -25.9716578996424)","6125725230",,,,hospital,,,,,Hospital Nivel I,,,
"POINT (-54.6059915 -26.0218442996356)","4424502672",,,,hospital,,,,,Hospital de Puerto Esperanza,,ESCIG,
"POINT (-55.5120477 -27.1310613994983)","4424489402",,,,hospital,,,,,Hospital de Corpus,,ESCIG,
"POINT (-55.4073759 -27.1404096994972)","7608364840",,,,hospital,,,,,Hospital de Santo Pipó,,,
"POINT (-54.888261 -27.1042699995013)","4425972117",,"2001",,hospital,,,,,Hospital de Aristóbulo del Valle Doctor Justo José Pereyra,Ministerio de Salud de la Provincia de Misiones,ESCIG,
"POINT (-54.4770993 -26.9882665995144)","3648050736",,,,hospital,,,,,Hospital SAMIC de San Vicente,,,
"POINT (-53.7357857 -26.056325199631)","4424981817",,"750",,hospital,,,,,Hospital de San Antonio,,,
"POINT (-54.7442527 -27.3791687994715)","4425015718",,"22",,hospital,,,,,Hospital de 25 De Mayo Doctor Ricardo Alba Posse,,ESCIG,
"POINT (-54.529092 -27.4773966994614)","8010030870",,,,hospital,,,,,Hospital de Colonia Aurora,,,
"POINT (-54.6831892 -27.5653171994526)","4425974806",,,,hospital,,,,,Hospital Doctor Ricardo Alba Posse,,,
"POINT (-55.0516271 -27.3329224994763)","6382211652",,,,hospital,,,,,Hospital de Campo Viera,,,
"POINT (-55.8890514 -27.3834755994711)","7473661612",Hospital Materno Neonatal,"3464",,hospital,,,,,Hospital Materno Neonatal,Ministerio de Salud Provincia de MIsiones,,
"POINT (-55.891742 -27.383830499471)","7473661614",,"3700",,hospital,,,,,Hospital Materno Neonatal,,,
"POINT (-56.0148507 -28.0543401994079)","3994349960",,,,hospital,,,,,Hospital Dr. Miguel Sussini,,,
"POINT (-55.648306 -28.1744826993981)","4346341661",,,,hospital,,,,,Centro de Salud Santa Lucía,,,
"POINT (-55.7503429 -27.9075656994205)","4424308453",,"569",,hospital,,,,,Hospital Doctor Bernardo Allassia,,ESCL,
"POINT (-58.1888849 -26.1811473996144)","9551746814",,,,hospital,,,,,Hospital de Alta Complejidad Juan Domingo Perón,,,
"POINT (-58.2538411 -25.1210863997617)","9551804044",,,,hospital,,,,,Hospital Pedro E. Insfran,,,
"POINT (-58.2550733 -25.2038082997498)","3818002875",,,,hospital,,,,,Sala de Primeros Auxilios,,,
"POINT (-58.1150779 -25.2285865997462)","3732350953",,,,hospital,,,,,,,,
"POINT (-62.7149653 -22.2857817001612)","4783269247",,,,hospital,,,,,,,,
"POINT (-62.4978598 -22.7404432001022)","7404158668",,,,hospital,,,,,Hospital Kacha Wet Choh Wai - Alto La Sierra,,,
"POINT (-63.7361952 -22.2441300001665)","5238803950",,,,hospital,,,,,Hospital Dr. Luis Adolfo Guemes,,,
"POINT (-66.3225236 -24.2191256998932)","2130944952",,,,hospital,,,,,Hospital Dr. Nicolas Cayetano Pagano,,,
"POINT (-66.2012221 -24.7227335998195)","7404158672",,,,hospital,,,,,Hospital La Poma,,,
"POINT (-66.1645893 -25.1198230997619)","595234316",,,,hospital,,,,,Hospital Dr.Arne Hoygaard,,,
"POINT (-66.295153 -25.4370069997165)","7404158662",,,,hospital,,,,,Hospital Doctor Juan A Fernandez,,,
"POINT (-66.2426964 -25.3296320997318)","965178942",,,,hospital,,,,,Hospital Presbitero Benjamín Olmos,,,
"POINT (-66.167205 -25.690354299681)","2117188829",,,,hospital,,,,,Hospital Nuestra Señora Del Valle De Angastaco,,,
"POINT (-55.2189868 -27.0372775995088)","8777701060",,,,hospital,,,,,Hospital SAMIC Jardín América - Tadayoshi Kamada,,,
"POINT (-55.0653897 -26.9296150995212)","8009559874",,"435",,hospital,,,,,"Hospital de Capioví ""Hermana Luitpolda S.E.S.""",,,
"POINT (-55.0274185 -26.8152607995347)","4424492396",,"55",,hospital,,,,,Hospital de área Doctor Ricardo Gutierrez,,,
"POINT (-54.7665377 -26.5684383995647)","1393564169",,"117",,hospital,,,,,Hospital de Montecarlo Doctor Oscar Eugenio Darú,,,
"POINT (-54.734397 -26.5732253995642)","5331224113",,,,hospital,,,,,Hospital de Área Montecarlo,,,
"POINT (-54.6640252 -26.407591599585)","7341453370",,,,hospital,,,,,Hospital SAMIC Eldorado,,,
"POINT (-53.651355 -26.2492604996055)","4424986133",,"290",,hospital,,,,,Hospital de Bernardo de Irigoyen - Manuel Belgrano,,,
"POINT (-54.0489418 -25.6671279996842)","4423611899",,,,hospital,,,,,Hospital Almirante Brown,,,
"POINT (-54.2001193 -27.3026789994796)","7341462783",,,,hospital,,,,,Hospital de El Soberbio,,,
"POINT (-55.3299487 -27.6077686994484)","4425975831",,"710",,hospital,,,,,Hospital SAMIC - Doctor Juan Fernando Alegre,,,
"POINT (-55.465774 -27.1839877994924)","4424484084",,,,hospital,,,,,Hospital de Gobernador Roca,,,
"POINT (-55.5805384 -27.3689636994726)","4424480589",,,,hospital,,,,,Hospital de Santa Ana,,,
"POINT (-55.4729628 -27.4847350994606)","4425977869",,,,hospital,,,,,Hospital de Bonpland,,ESCIG,
"POINT (-55.7807166 -27.7681278994331)","3659043803",,"829",,hospital,,,,,Hospital de San José,,,
"POINT (-55.5137189 -27.981744299414)","2613102628",,,,hospital,,,,,Hospital de Concepción de la Sierra,,,
"POINT (-55.5210814 -27.982468399414)","7341455378",,"502",,hospital,,,,,Hospital de Concepción de la Sierra,,,
"POINT (-56.0408147 -28.5403201993716)","3818034958",,,,hospital,,,,,Sala de Primeros auxilios Mima Correa,,,
